"uniqueIDsite","unIDyearSite","uniqueIDYear","uniqueID","site","year","block","row","treat","seedl_nr","height","diam_mm","dateYear","mort_date","notes","mortality","mort_binar","waxQual","damage","percentDebark","waxHeight_cm","rootCol","origNotes","mort2","rank","sumDamage","sumMort","ZeroDam","bxcx.x.t","bxcx.x","x.t","x","mean","sd","n","norm_stat","standardize"
"B4R6collarS7 clearcut","B4R6collarS7_2020_clearcut","B4R6collarS7_2020","B4R6collarS7","clearcut",2020,4,6,"collar",7,50,11.4,2020,0,"alive","alive",0,0,150,0,0,"Z","alive",0,1,500,0,1,-0.1627477737364,150,-0.116052232879533,150,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R6collarS8 clearcut","B4R6collarS8_2019_clearcut","B4R6collarS8_2019","B4R6collarS8","clearcut",2019,4,6,"collar",8,47,8.7,2019,0,"alive","alive",0,0,420,80,0,"","alive",0,1,1120,0,1,0.615538492756859,420,0.639729010625921,420,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B4R6collarS8 clearcut","B4R6collarS8_2020_clearcut","B4R6collarS8_2020","B4R6collarS8","clearcut",2020,4,6,"collar",8,58,10.4,2020,0,"alive","alive",0,0,700,0,0,"Z","alive",0,1,1120,0,1,1.02269487312922,700,1.01469802152781,700,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R2collarS10 clearcut","B5R2collarS10_2018_clearcut","B5R2collarS10_2018","B5R2collarS10","clearcut",2018,5,2,"collar",10,0,NA,2018,2018,"Hylobius","dead",1,0,80,50,0,"","Hylobius",1,1,80,1,1,-0.611415617226524,80,-0.577459599102206,80,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R2collarS2 clearcut","B5R2collarS2_2018_clearcut","B5R2collarS2_2018","B5R2collarS2","clearcut",2018,5,2,"collar",2,55,9.7,2018,0,"alive","alive",0,0,60,60,0,"","alive",0,1,340,0,1,-0.81034232961773,60,-0.788609271765251,60,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R2collarS2 clearcut","B5R2collarS2_2019_clearcut","B5R2collarS2_2019","B5R2collarS2","clearcut",2019,5,2,"collar",2,59,9.3,2019,0,"alive","alive",0,0,180,100,0,"","alive",0,1,340,0,1,-0.0289314417086277,180,0.0177777455258481,180,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R2collarS2 clearcut","B5R2collarS2_2020_clearcut","B5R2collarS2_2020","B5R2collarS2","clearcut",2020,5,2,"collar",2,44,10.5,2020,0,"alive","alive",0,0,100,0,0,"Z","terminal",0,1,340,0,1,-0.454372007384348,100,-0.413672214724168,100,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R2collarS5 clearcut","B5R2collarS5_2019_clearcut","B5R2collarS5_2019","B5R2collarS5","clearcut",2019,5,2,"collar",5,33,5.5,2019,0,"alive","alive",0,0,730,100,0,"","alive",0,1,2230,1,1,1.056785325211,730,1.04550165790792,730,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R2collarS5 clearcut","B5R2collarS5_2020_clearcut","B5R2collarS5_2020","B5R2collarS5","clearcut",2020,5,2,"collar",5,0,NA,2020,2020,"Hylobius","dead",1,0,1500,0,0,"Z","Hylobius",1,1,2230,1,1,1.65749305139867,1500,1.57414384016723,1500,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R2collarS6 clearcut","B5R2collarS6_2018_clearcut","B5R2collarS6_2018","B5R2collarS6","clearcut",2018,5,2,"collar",6,0,NA,2018,2018,"Hylobius","dead",1,0,40,40,0,"","other",1,1,40,1,1,-1.08408906271493,40,-1.08617575040892,40,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R2collarS8 clearcut","B5R2collarS8_2018_clearcut","B5R2collarS8_2018","B5R2collarS8","clearcut",2018,5,2,"collar",8,0,NA,2018,2018,"Hylobius","dead",1,0,70,100,0,"","Hylobius",1,1,70,1,1,-0.704241515787285,70,-0.675469051928125,70,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R2collarS9 clearcut","B5R2collarS9_2018_clearcut","B5R2collarS9_2018","B5R2collarS9","clearcut",2018,5,2,"collar",9,0,NA,2018,2018,"Hylobius","dead",1,0,20,20,0,"","other",1,1,20,1,1,-1.53467478118777,20,-1.5946342159955,20,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R3controlS1 clearcut","B5R3controlS1_2018_clearcut","B5R3controlS1_2018","B5R3controlS1","clearcut",2018,5,3,"control",1,41,6.6,2018,0,"alive","alive",0,0,800,80,0,"","alive",0,1,800,1,1,1.13151554219072,800,1.11271616305002,800,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R3controlS11 clearcut","B5R3controlS11_2018_clearcut","B5R3controlS11_2018","B5R3controlS11","clearcut",2018,5,3,"control",11,0,NA,2018,2018,"Hylobius","dead",1,0,250,100,0,"","Hylobius",1,1,250,1,1,0.216469801751026,250,0.25891222405536,250,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R3controlS2 clearcut","B5R3controlS2_2018_clearcut","B5R3controlS2_2018","B5R3controlS2","clearcut",2018,5,3,"control",2,0,NA,2018,2018,"Hylobius","dead",1,0,1500,100,0,"","Hylobius",1,1,1500,1,1,1.65749305139867,1500,1.57414384016723,1500,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R3controlS3 clearcut","B5R3controlS3_2018_clearcut","B5R3controlS3_2018","B5R3controlS3","clearcut",2018,5,3,"control",3,0,NA,2018,2018,"Hylastes","dead",1,0,20,10,0,"","Hylastes",1,1,20,1,1,-1.53467478118777,20,-1.5946342159955,20,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R3controlS5 clearcut","B5R3controlS5_2018_clearcut","B5R3controlS5_2018","B5R3controlS5","clearcut",2018,5,3,"control",5,0,NA,2018,2018,"Hylobius","dead",1,0,150,50,0,"","Hylobius",1,1,150,1,1,-0.1627477737364,150,-0.116052232879533,150,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R3controlS7 clearcut","B5R3controlS7_2018_clearcut","B5R3controlS7_2018","B5R3controlS7","clearcut",2018,5,3,"control",7,0,NA,2018,2018,"Hylobius","dead",1,0,180,60,0,"","Hylobius",1,1,180,1,1,-0.0289314417086277,180,0.0177777455258481,180,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R4wax FS1 clearcut","B5R4wax FS1_2019_clearcut","B5R4wax FS1_2019","B5R4wax FS1","clearcut",2019,5,4,"wax F",1,34,8.9,2019,0,"alive","alive",0,1,20,10,0,"","alive",0,2,20,0,1,-1.53467478118777,20,-1.5946342159955,20,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R4wax FS2 clearcut","B5R4wax FS2_2019_clearcut","B5R4wax FS2_2019","B5R4wax FS2","clearcut",2019,5,4,"wax F",2,41,6.4,2019,0,"alive","alive",0,4,1000,100,0,"","alive",0,5,1800,1,1,1.31561923480053,1000,1.27651376573764,1000,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R4wax FS2 clearcut","B5R4wax FS2_2020_clearcut","B5R4wax FS2_2020","B5R4wax FS2","clearcut",2020,5,4,"wax F",2,0,NA,2020,2020,"Hylobius","dead",1,4,800,0,0,"","Hylobius",1,5,1800,1,1,1.13151554219072,800,1.11271616305002,800,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R4wax FS4 clearcut","B5R4wax FS4_2019_clearcut","B5R4wax FS4_2019","B5R4wax FS4","clearcut",2019,5,4,"wax F",4,36,6.9,2019,0,"alive","alive",0,2,20,10,0,"","alive",0,3,320,1,1,-1.53467478118777,20,-1.5946342159955,20,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R4wax FS4 clearcut","B5R4wax FS4_2020_clearcut","B5R4wax FS4_2020","B5R4wax FS4","clearcut",2020,5,4,"wax F",4,0,NA,2020,2020,"Hylobius","dead",1,0,300,0,0,"","Hylobius",1,1,320,1,1,0.35508985260553,300,0.39274379736436,300,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R4wax FS5 clearcut","B5R4wax FS5_2018_clearcut","B5R4wax FS5_2018","B5R4wax FS5","clearcut",2018,5,4,"wax F",5,35,4.3,2018,0,"alive","alive",0,2,30,20,0,"","alive",0,3,1150,0,1,-1.27372005739375,30,-1.29725857221234,30,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R4wax FS5 clearcut","B5R4wax FS5_2019_clearcut","B5R4wax FS5_2019","B5R4wax FS5","clearcut",2019,5,4,"wax F",5,60,11.3,2019,0,"alive","alive",0,1,120,20,0,"","alive",0,3,1150,0,1,-0.324249810101533,120,-0.279845351198664,120,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R4wax FS5 clearcut","B5R4wax FS5_2020_clearcut","B5R4wax FS5_2020","B5R4wax FS5","clearcut",2020,5,4,"wax F",5,69,16.4,2020,0,"alive","alive",0,3,1000,0,0,"","alive",0,4,1150,0,1,1.31561923480053,1000,1.27651376573764,1000,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R4wax FS7 clearcut","B5R4wax FS7_2019_clearcut","B5R4wax FS7_2019","B5R4wax FS7","clearcut",2019,5,4,"wax F",7,24,8.9,2019,0,"alive","alive",0,3,600,100,0,"","alive",0,4,700,1,1,0.89831189673991,600,0.901544415278373,600,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R4wax FS7 clearcut","B5R4wax FS7_2020_clearcut","B5R4wax FS7_2020","B5R4wax FS7","clearcut",2020,5,4,"wax F",7,0,NA,2020,2020,"Hylobius","dead",1,4,100,0,0,"","Hylobius",1,5,700,1,1,-0.454372007384348,100,-0.413672214724168,100,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R4wax FS9 clearcut","B5R4wax FS9_2019_clearcut","B5R4wax FS9_2019","B5R4wax FS9","clearcut",2019,5,4,"wax F",9,27,8.9,2019,0,"alive","alive",0,3,150,70,0,"","alive",0,4,220,1,1,-0.1627477737364,150,-0.116052232879533,150,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R4wax FS9 clearcut","B5R4wax FS9_2020_clearcut","B5R4wax FS9_2020","B5R4wax FS9","clearcut",2020,5,4,"wax F",9,0,NA,2020,2020,"Hylobius","dead",1,0,70,0,0,"","Hylobius",1,1,220,1,1,-0.704241515787285,70,-0.675469051928125,70,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R5glueS1 clearcut","B5R5glueS1_2019_clearcut","B5R5glueS1_2019","B5R5glueS1","clearcut",2019,5,5,"glue",1,36,7.8,2019,0,"alive","alive",0,0,20,10,0,"","alive",0,1,20,0,1,-1.53467478118777,20,-1.5946342159955,20,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R5glueS8 clearcut","B5R5glueS8_2019_clearcut","B5R5glueS8_2019","B5R5glueS8","clearcut",2019,5,5,"glue",8,55,15.3,2019,0,"alive","alive",0,0,90,30,0,"","alive",0,1,90,0,1,-0.528823999213003,90,-0.49100741081335,90,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R6wax CS1 clearcut","B5R6wax CS1_2019_clearcut","B5R6wax CS1_2019","B5R6wax CS1","clearcut",2019,5,6,"wax C",1,34,5.7,2019,0,"alive","alive",0,2,80,70,0,"","alive",0,3,270,1,1,-0.611415617226524,80,-0.577459599102206,80,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R6wax CS1 clearcut","B5R6wax CS1_2020_clearcut","B5R6wax CS1_2020","B5R6wax CS1","clearcut",2020,5,6,"wax C",1,0,NA,2020,2020,"Hylobius","dead",1,2,190,0,0,"","Hylobius",1,3,270,1,1,0.0110765318323206,190,0.0574650106150425,190,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R6wax CS5 clearcut","B5R6wax CS5_2019_clearcut","B5R6wax CS5_2019","B5R6wax CS5","clearcut",2019,5,6,"wax C",5,64,15.8,2019,0,"alive","alive",0,2,230,50,0,"","alive",0,3,880,0,1,0.153653476402268,230,0.197706792483443,230,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R6wax CS5 clearcut","B5R6wax CS5_2020_clearcut","B5R6wax CS5_2020","B5R6wax CS5","clearcut",2020,5,6,"wax C",5,79,18.1,2020,0,"alive","alive",0,3,650,0,0,"","alive",0,4,880,0,1,0.962732490566226,650,0.960299396043456,650,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R6wax CS6 clearcut","B5R6wax CS6_2018_clearcut","B5R6wax CS6_2018","B5R6wax CS6","clearcut",2018,5,6,"wax C",6,61,12,2018,0,"alive","alive",0,0,300,30,0,"","bad condition",0,1,367.5,0,1,0.35508985260553,300,0.39274379736436,300,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R6wax CS6 clearcut","B5R6wax CS6_2019_clearcut","B5R6wax CS6_2019","B5R6wax CS6","clearcut",2019,5,6,"wax C",6,60,10,2019,0,"alive","alive",0,3,7.5,0,0,"","bad condition",0,4,367.5,0,1,-2.1365273275676,7.5,-2.31182579243577,7.5,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B5R6wax CS6 clearcut","B5R6wax CS6_2020_clearcut","B5R6wax CS6_2020","B5R6wax CS6","clearcut",2020,5,6,"wax C",6,58,7.9,2020,0,"alive","alive",0,3,60,0,0,"","bad condition",0,4,367.5,0,1,-0.81034232961773,60,-0.788609271765251,60,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R1glueS5 clearcut","B6R1glueS5_2020_clearcut","B6R1glueS5_2020","B6R1glueS5","clearcut",2020,6,1,"glue",5,70,19.3,2020,0,"alive","alive",0,0,60,0,0,"","alive",0,1,60,0,1,-0.81034232961773,60,-0.788609271765251,60,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R1glueS6 clearcut","B6R1glueS6_2019_clearcut","B6R1glueS6_2019","B6R1glueS6","clearcut",2019,6,1,"glue",6,29,7.4,2019,0,"alive","alive",0,0,30,10,0,"","alive",0,1,30,0,1,-1.27372005739375,30,-1.29725857221234,30,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R1glueS7 clearcut","B6R1glueS7_2020_clearcut","B6R1glueS7_2020","B6R1glueS7","clearcut",2020,6,1,"glue",7,75,16.4,2020,0,"alive","alive",0,0,70,0,0,"","alive",0,1,70,0,1,-0.704241515787285,70,-0.675469051928125,70,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R3controlS2 clearcut","B6R3controlS2_2019_clearcut","B6R3controlS2_2019","B6R3controlS2","clearcut",2019,6,3,"control",2,55,8.7,2019,0,"alive","alive",0,0,40,10,0,"","alive",0,1,40,0,1,-1.08408906271493,40,-1.08617575040892,40,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R3controlS4 clearcut","B6R3controlS4_2019_clearcut","B6R3controlS4_2019","B6R3controlS4","clearcut",2019,6,3,"control",4,42,7.5,2019,0,"alive","alive",0,0,410,90,0,"","alive",0,1,410,0,1,0.596683807525949,410,0.622040342584253,410,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R3controlS7 clearcut","B6R3controlS7_2018_clearcut","B6R3controlS7_2018","B6R3controlS7","clearcut",2018,6,3,"control",7,44,5.6,2018,0,"alive","alive",0,0,150,50,0,"","alive",0,1,210,0,1,-0.1627477737364,150,-0.116052232879533,150,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R3controlS7 clearcut","B6R3controlS7_2019_clearcut","B6R3controlS7_2019","B6R3controlS7","clearcut",2019,6,3,"control",7,28,6.1,2019,0,"alive","alive",0,0,60,30,0,"","alive",0,1,210,0,1,-0.81034232961773,60,-0.788609271765251,60,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R3controlS8 clearcut","B6R3controlS8_2018_clearcut","B6R3controlS8_2018","B6R3controlS8","clearcut",2018,6,3,"control",8,47,6.7,2018,0,"alive","alive",0,0,50,10,0,"","alive",0,1,490,0,1,-0.934384000059698,50,-0.922419318738443,50,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R3controlS8 clearcut","B6R3controlS8_2019_clearcut","B6R3controlS8_2019","B6R3controlS8","clearcut",2019,6,3,"control",8,49,10.7,2019,0,"alive","alive",0,0,140,50,0,"","alive",0,1,490,0,1,-0.212947930822413,140,-0.166694990579859,140,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R3controlS8 clearcut","B6R3controlS8_2020_clearcut","B6R3controlS8_2020","B6R3controlS8","clearcut",2020,6,3,"control",8,54,13.4,2020,0,"alive","alive",0,0,300,0,0,"","alive",0,1,490,0,1,0.35508985260553,300,0.39274379736436,300,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R3controlS9 clearcut","B6R3controlS9_2019_clearcut","B6R3controlS9_2019","B6R3controlS9","clearcut",2019,6,3,"control",9,44,8.7,2019,0,"alive","alive",0,0,20,10,0,"","alive",0,1,120,0,1,-1.53467478118777,20,-1.5946342159955,20,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R3controlS9 clearcut","B6R3controlS9_2020_clearcut","B6R3controlS9_2020","B6R3controlS9","clearcut",2020,6,3,"control",9,44,11.8,2020,0,"alive","alive",0,0,100,0,0,"","alive",0,1,120,0,1,-0.454372007384348,100,-0.413672214724168,100,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R4wax FS10 clearcut","B6R4wax FS10_2019_clearcut","B6R4wax FS10_2019","B6R4wax FS10","clearcut",2019,6,4,"wax F",10,54,10.8,2019,0,"alive","alive",0,2,700,50,0,"","alive",0,3,1000,0,1,1.02269487312922,700,1.01469802152781,700,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R4wax FS10 clearcut","B6R4wax FS10_2020_clearcut","B6R4wax FS10_2020","B6R4wax FS10","clearcut",2020,6,4,"wax F",10,63,14.4,2020,0,"alive","alive",0,3,300,0,0,"","alive",0,4,1000,0,1,0.35508985260553,300,0.39274379736436,300,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R4wax FS8 clearcut","B6R4wax FS8_2020_clearcut","B6R4wax FS8_2020","B6R4wax FS8","clearcut",2020,6,4,"wax F",8,35,6.1,2020,0,"alive","alive",0,4,150,0,0,"","terminal",0,5,150,0,1,-0.1627477737364,150,-0.116052232879533,150,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R4wax FS9 clearcut","B6R4wax FS9_2018_clearcut","B6R4wax FS9_2018","B6R4wax FS9","clearcut",2018,6,4,"wax F",9,53,10.9,2018,0,"alive","alive",0,2,20,10,0,"","alive",0,3,920,0,1,-1.53467478118777,20,-1.5946342159955,20,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R4wax FS9 clearcut","B6R4wax FS9_2019_clearcut","B6R4wax FS9_2019","B6R4wax FS9","clearcut",2019,6,4,"wax F",9,60,18,2019,0,"alive","alive",0,3,800,20,0,"","alive",0,4,920,0,1,1.13151554219072,800,1.11271616305002,800,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R4wax FS9 clearcut","B6R4wax FS9_2020_clearcut","B6R4wax FS9_2020","B6R4wax FS9","clearcut",2020,6,4,"wax F",9,81,18.4,2020,0,"alive","alive",0,3,100,0,0,"","alive",0,4,920,0,1,-0.454372007384348,100,-0.413672214724168,100,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R5wax CS10 clearcut","B6R5wax CS10_2018_clearcut","B6R5wax CS10_2018","B6R5wax CS10","clearcut",2018,6,5,"wax C",10,0,NA,2018,2018,"Hylastes","dead",1,1,25,20,0,"","Hylastes",1,2,25,1,1,-1.39196534011513,25,-1.43100141701377,25,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R5wax CS3 clearcut","B6R5wax CS3_2019_clearcut","B6R5wax CS3_2019","B6R5wax CS3","clearcut",2019,6,5,"wax C",3,53,10.8,2019,0,"alive","alive",0,2,100,30,0,"","alive",0,3,860,1,1,-0.454372007384348,100,-0.413672214724168,100,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R5wax CS3 clearcut","B6R5wax CS3_2020_clearcut","B6R5wax CS3_2020","B6R5wax CS3","clearcut",2020,6,5,"wax C",3,0,NA,2020,2020,"Hylobius","dead",1,3,760,0,0,"","Hylobius",1,4,860,1,1,1.08959564236769,760,1.07506453929672,760,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R5wax CS4 clearcut","B6R5wax CS4_2019_clearcut","B6R5wax CS4_2019","B6R5wax CS4","clearcut",2019,6,5,"wax C",4,56,13.1,2019,0,"alive","alive",0,2,520,100,0,"","alive",0,3,570,0,1,0.784023821546925,520,0.796501934450261,520,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R5wax CS4 clearcut","B6R5wax CS4_2020_clearcut","B6R5wax CS4_2020","B6R5wax CS4","clearcut",2020,6,5,"wax C",4,57,15.5,2020,0,"alive","alive",0,2,50,0,0,"","terminal",0,3,570,0,1,-0.934384000059698,50,-0.922419318738443,50,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R5wax CS5 clearcut","B6R5wax CS5_2020_clearcut","B6R5wax CS5_2020","B6R5wax CS5","clearcut",2020,6,5,"wax C",5,0,NA,2020,2020,"Hylobius","dead",1,3,340,0,0,"","Hylobius",1,4,340,1,1,0.451267220931861,340,0.484618892122288,340,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R5wax CS7 clearcut","B6R5wax CS7_2018_clearcut","B6R5wax CS7_2018","B6R5wax CS7","clearcut",2018,6,5,"wax C",7,0,NA,2018,2018,"Hylastes","dead",1,0,10,10,0,"","Hylastes",1,1,10,1,1,-1.96420491796519,10,-2.10206644048055,10,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R6collarS1 clearcut","B6R6collarS1_2020_clearcut","B6R6collarS1_2020","B6R6collarS1","clearcut",2020,6,6,"collar",1,46,10.4,2020,0,"alive","alive",0,0,50,0,0,"Z","alive",0,1,50,0,1,-0.934384000059698,50,-0.922419318738443,50,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R6collarS4 clearcut","B6R6collarS4_2019_clearcut","B6R6collarS4_2019","B6R6collarS4","clearcut",2019,6,6,"collar",4,42,7.9,2019,0,"alive","alive",0,0,10,10,0,"","alive",0,1,10,0,1,-1.96420491796519,10,-2.10206644048055,10,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B6R6collarS7 clearcut","B6R6collarS7_2019_clearcut","B6R6collarS7_2019","B6R6collarS7","clearcut",2019,6,6,"collar",7,39,5.5,2019,0,"alive","alive",0,0,10,10,0,"","alive",0,1,10,0,1,-1.96420491796519,10,-2.10206644048055,10,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B7R1controlS1 clearcut","B7R1controlS1_2020_clearcut","B7R1controlS1_2020","B7R1controlS1","clearcut",2020,7,1,"control",1,51,10.5,2020,0,"alive","alive",0,0,300,0,0,"","alive",0,1,300,0,1,0.35508985260553,300,0.39274379736436,300,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B7R1controlS10 clearcut","B7R1controlS10_2019_clearcut","B7R1controlS10_2019","B7R1controlS10","clearcut",2019,7,1,"control",10,37,7.8,2019,0,"alive","alive",0,0,50,10,0,"","alive",0,1,1150,1,1,-0.934384000059698,50,-0.922419318738443,50,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B7R1controlS10 clearcut","B7R1controlS10_2020_clearcut","B7R1controlS10_2020","B7R1controlS10","clearcut",2020,7,1,"control",10,0,NA,2020,2020,"Hylobius","dead",1,0,1100,0,0,"","Hylobius",1,1,1150,1,1,1.39512311032775,1100,1.34647582201585,1100,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B7R1controlS2 clearcut","B7R1controlS2_2019_clearcut","B7R1controlS2_2019","B7R1controlS2","clearcut",2019,7,1,"control",2,0,NA,2019,2019,"Hylobius","dead",1,0,500,100,0,"","Hylobius",1,1,500,1,1,0.752896686348316,500,0.767712169102117,500,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B7R1controlS3 clearcut","B7R1controlS3_2018_clearcut","B7R1controlS3_2018","B7R1controlS3","clearcut",2018,7,1,"control",3,34,5,2018,0,"alive","alive",0,0,10,10,0,"","alive",0,1,260,0,1,-1.96420491796519,10,-2.10206644048055,10,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B7R1controlS3 clearcut","B7R1controlS3_2020_clearcut","B7R1controlS3_2020","B7R1controlS3","clearcut",2020,7,1,"control",3,36,9.1,2020,0,"alive","alive",0,0,250,0,0,"","terminal",0,1,260,0,1,0.216469801751026,250,0.25891222405536,250,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B7R1controlS5 clearcut","B7R1controlS5_2019_clearcut","B7R1controlS5_2019","B7R1controlS5","clearcut",2019,7,1,"control",5,30,4.8,2019,0,"alive","alive",0,0,900,100,0,"","alive",0,1,900,1,1,1.22833846844789,900,1.19917430846233,900,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B7R1controlS6 clearcut","B7R1controlS6_2018_clearcut","B7R1controlS6_2018","B7R1controlS6","clearcut",2018,7,1,"control",6,32,4.4,2018,0,"alive","alive",0,0,10,10,0,"","alive",0,1,140,0,1,-1.96420491796519,10,-2.10206644048055,10,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B7R1controlS6 clearcut","B7R1controlS6_2019_clearcut","B7R1controlS6_2019","B7R1controlS6","clearcut",2019,7,1,"control",6,41,8.1,2019,0,"alive","alive",0,0,30,10,0,"","alive",0,1,140,0,1,-1.27372005739375,30,-1.29725857221234,30,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B7R1controlS6 clearcut","B7R1controlS6_2020_clearcut","B7R1controlS6_2020","B7R1controlS6","clearcut",2020,7,1,"control",6,46,11,2020,0,"alive","alive",0,0,100,0,0,"","alive",0,1,140,0,1,-0.454372007384348,100,-0.413672214724168,100,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B7R1controlS8 clearcut","B7R1controlS8_2019_clearcut","B7R1controlS8_2019","B7R1controlS8","clearcut",2019,7,1,"control",8,35,6.8,2019,0,"alive","alive",0,0,120,30,0,"","alive",0,1,290,0,1,-0.324249810101533,120,-0.279845351198664,120,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B7R1controlS8 clearcut","B7R1controlS8_2020_clearcut","B7R1controlS8_2020","B7R1controlS8","clearcut",2020,7,1,"control",8,39,7.1,2020,0,"alive","alive",0,0,170,0,0,"","alive",0,1,290,0,1,-0.0710647121602014,170,-0.0241784927128613,170,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B7R1controlS9 clearcut","B7R1controlS9_2018_clearcut","B7R1controlS9_2018","B7R1controlS9","clearcut",2018,7,1,"control",9,25,6.8,2018,0,"alive","alive",0,0,30,20,0,"","alive",0,1,830,1,1,-1.27372005739375,30,-1.29725857221234,30,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
"B7R1controlS9 clearcut","B7R1controlS9_2020_clearcut","B7R1controlS9_2020","B7R1controlS9","clearcut",2020,7,1,"control",9,0,NA,2020,2020,"Hylobius","dead",1,0,800,0,0,"","Hylobius",1,1,830,1,1,1.13151554219072,800,1.11271616305002,800,5.86189291449746,1.36231182281033,456,2.85714285714286,TRUE
