"","uniqueIDsite","unIDyearSite","uniqueIDYear","uniqueID","site","year","block","row","treat","seedl_nr","height","diam_mm","dateYear","mort_date","notes","mortality","mort_binar","waxQual","damage","percentDebark","waxHeight_cm","rootCol","origNotes","mort2","rank","sumDamage","sumMort","ZeroDam"
"133","B2R4wax CS7 clearcut","B2R4wax CS7_2020_clearcut","B2R4wax CS7_2020","B2R4wax CS7","clearcut",2020,2,4,"wax C",7,102,21.7,2020,0,"alive","alive",0,3,200,0,0,"","alive",0,4,980,0,1
"134","B2R4wax CS8 clearcut","B2R4wax CS8_2019_clearcut","B2R4wax CS8_2019","B2R4wax CS8","clearcut",2019,2,4,"wax C",8,63,12.1,2019,0,"alive","alive",0,3,540,100,0,"","alive",0,4,540,1,1
"135","B2R4wax CS9 clearcut","B2R4wax CS9_2019_clearcut","B2R4wax CS9_2019","B2R4wax CS9","clearcut",2019,2,4,"wax C",9,46,7.6,2019,0,"alive","alive",0,4,500,100,0,"","alive",0,5,2500,1,1
"136","B2R4wax CS9 clearcut","B2R4wax CS9_2020_clearcut","B2R4wax CS9_2020","B2R4wax CS9","clearcut",2020,2,4,"wax C",9,0,NA,2020,2020,"Hylobius","dead",1,0,2000,0,0,"","Hylobius",1,1,2500,1,1
"137","B2R5chemicalS2 clearcut","B2R5chemicalS2_2018_clearcut","B2R5chemicalS2_2018","B2R5chemicalS2","clearcut",2018,2,5,"chemical",2,0,NA,2018,2018,"Hylobius","dead",1,0,30,20,0,"","other",1,1,30,1,1
"138","B2R5chemicalS3 clearcut","B2R5chemicalS3_2018_clearcut","B2R5chemicalS3_2018","B2R5chemicalS3","clearcut",2018,2,5,"chemical",3,0,NA,2018,2018,"Hylobius","dead",1,0,10,10,0,"","other",1,1,10,1,1
"139","B2R5chemicalS4 clearcut","B2R5chemicalS4_2018_clearcut","B2R5chemicalS4_2018","B2R5chemicalS4","clearcut",2018,2,5,"chemical",4,0,NA,2018,2018,"Hylobius","dead",1,0,150,35,0,"","Hylobius",1,1,150,1,1
"140","B2R5chemicalS5 clearcut","B2R5chemicalS5_2018_clearcut","B2R5chemicalS5_2018","B2R5chemicalS5","clearcut",2018,2,5,"chemical",5,45,6.9,2018,0,"alive","alive",0,0,35,25,0,"","alive",0,1,85,0,1
"141","B2R5chemicalS5 clearcut","B2R5chemicalS5_2019_clearcut","B2R5chemicalS5_2019","B2R5chemicalS5","clearcut",2019,2,5,"chemical",5,50,10.1,2019,0,"alive","alive",0,0,50,10,0,"","terminal",0,1,85,0,1
"142","B2R5chemicalS7 clearcut","B2R5chemicalS7_2018_clearcut","B2R5chemicalS7_2018","B2R5chemicalS7","clearcut",2018,2,5,"chemical",7,0,NA,2018,2018,"Hylobius","dead",1,0,90,60,0,"","Hylobius",1,1,90,1,1
"143","B2R5chemicalS8 clearcut","B2R5chemicalS8_2018_clearcut","B2R5chemicalS8_2018","B2R5chemicalS8","clearcut",2018,2,5,"chemical",8,46,6.4,2018,0,"alive","alive",0,0,40,0,0,"","alive",0,1,40,1,1
"144","B2R6controlS1 clearcut","B2R6controlS1_2019_clearcut","B2R6controlS1_2019","B2R6controlS1","clearcut",2019,2,6,"control",1,57,10.7,2019,0,"alive","alive",0,0,1100,100,0,"","alive",0,1,2100,0,1
"145","B2R6controlS1 clearcut","B2R6controlS1_2020_clearcut","B2R6controlS1_2020","B2R6controlS1","clearcut",2020,2,6,"control",1,63,13.5,2020,0,"alive","alive",0,0,1000,0,0,"","alive",0,1,2100,0,1
"146","B2R6controlS10 clearcut","B2R6controlS10_2018_clearcut","B2R6controlS10_2018","B2R6controlS10","clearcut",2018,2,6,"control",10,48,5.6,2018,0,"alive","alive",0,0,510,50,0,"","alive",0,1,2310,1,1
"147","B2R6controlS10 clearcut","B2R6controlS10_2019_clearcut","B2R6controlS10_2019","B2R6controlS10","clearcut",2019,2,6,"control",10,53,6.3,2019,0,"alive","alive",0,0,1800,100,0,"","alive",0,1,2310,1,1
"148","B2R6controlS2 clearcut","B2R6controlS2_2019_clearcut","B2R6controlS2_2019","B2R6controlS2","clearcut",2019,2,6,"control",2,34,5.9,2019,0,"alive","alive",0,0,50,20,0,"","alive",0,1,2050,1,1
"149","B2R6controlS2 clearcut","B2R6controlS2_2020_clearcut","B2R6controlS2_2020","B2R6controlS2","clearcut",2020,2,6,"control",2,0,NA,2020,2020,"Hylobius","dead",1,0,2000,0,0,"","Hylobius",1,1,2050,1,1
"150","B2R6controlS3 clearcut","B2R6controlS3_2018_clearcut","B2R6controlS3_2018","B2R6controlS3","clearcut",2018,2,6,"control",3,32,5.1,2018,0,"alive","alive",0,0,20,10,0,"","alive",0,1,1950,1,1
"151","B2R6controlS3 clearcut","B2R6controlS3_2019_clearcut","B2R6controlS3_2019","B2R6controlS3","clearcut",2019,2,6,"control",3,39,5,2019,0,"alive","alive",0,0,430,80,0,"","alive",0,1,1950,1,1
"152","B2R6controlS3 clearcut","B2R6controlS3_2020_clearcut","B2R6controlS3_2020","B2R6controlS3","clearcut",2020,2,6,"control",3,0,NA,2020,2020,"Hylobius","dead",1,0,1500,0,0,"","Hylobius",1,1,1950,1,1
"153","B2R6controlS4 clearcut","B2R6controlS4_2018_clearcut","B2R6controlS4_2018","B2R6controlS4","clearcut",2018,2,6,"control",4,0,NA,2018,2018,"Hylobius","dead",1,0,140,90,0,"","Hylobius",1,1,140,1,1
"154","B2R6controlS5 clearcut","B2R6controlS5_2018_clearcut","B2R6controlS5_2018","B2R6controlS5","clearcut",2018,2,6,"control",5,0,NA,2018,2018,"Hylobius","dead",1,0,190,80,0,"","Hylobius",1,1,190,1,1
"155","B2R6controlS6 clearcut","B2R6controlS6_2018_clearcut","B2R6controlS6_2018","B2R6controlS6","clearcut",2018,2,6,"control",6,33,5.8,2018,0,"alive","alive",0,0,1200,90,0,"","alive",0,1,1650,1,1
"156","B2R6controlS6 clearcut","B2R6controlS6_2019_clearcut","B2R6controlS6_2019","B2R6controlS6","clearcut",2019,2,6,"control",6,0,NA,2019,2019,"Hylobius","dead",1,0,450,90,0,"","Hylobius",1,1,1650,1,1
"157","B2R6controlS7 clearcut","B2R6controlS7_2018_clearcut","B2R6controlS7_2018","B2R6controlS7","clearcut",2018,2,6,"control",7,45,5.8,2018,0,"alive","alive",0,0,200,30,0,"","alive",0,1,1350,0,1
"158","B2R6controlS7 clearcut","B2R6controlS7_2019_clearcut","B2R6controlS7_2019","B2R6controlS7","clearcut",2019,2,6,"control",7,31,10.1,2019,0,"alive","alive",0,0,650,100,0,"","terminal",0,1,1350,0,1
"159","B2R6controlS7 clearcut","B2R6controlS7_2020_clearcut","B2R6controlS7_2020","B2R6controlS7","clearcut",2020,2,6,"control",7,42,10.4,2020,0,"alive","alive",0,0,500,0,0,"","alive",0,1,1350,0,1
"160","B2R6controlS8 clearcut","B2R6controlS8_2018_clearcut","B2R6controlS8_2018","B2R6controlS8","clearcut",2018,2,6,"control",8,0,NA,2018,2018,"Hylobius","dead",1,0,200,100,0,"","Hylobius",1,1,200,1,1
"161","B2R6controlS9 clearcut","B2R6controlS9_2018_clearcut","B2R6controlS9_2018","B2R6controlS9","clearcut",2018,2,6,"control",9,55,8.3,2018,0,"alive","alive",0,0,70,10,0,"","alive",0,1,150,0,1
"162","B2R6controlS9 clearcut","B2R6controlS9_2019_clearcut","B2R6controlS9_2019","B2R6controlS9","clearcut",2019,2,6,"control",9,61,14.5,2019,0,"alive","alive",0,0,80,80,0,"","alive",0,1,150,0,1
"163","B3R1glueS10 clearcut","B3R1glueS10_2018_clearcut","B3R1glueS10_2018","B3R1glueS10","clearcut",2018,3,1,"glue",10,31,7,2018,0,"alive","alive",0,0,130,30,0,"","alive",0,1,410,0,1
"164","B3R1glueS10 clearcut","B3R1glueS10_2019_clearcut","B3R1glueS10_2019","B3R1glueS10","clearcut",2019,3,1,"glue",10,45,11.4,2019,0,"alive","alive",0,0,150,40,0,"","alive",0,1,410,0,1
"165","B3R1glueS10 clearcut","B3R1glueS10_2020_clearcut","B3R1glueS10_2020","B3R1glueS10","clearcut",2020,3,1,"glue",10,54,19.7,2020,0,"alive","alive",0,0,130,0,0,"","alive",0,1,410,0,1
"166","B3R1glueS3 clearcut","B3R1glueS3_2019_clearcut","B3R1glueS3_2019","B3R1glueS3","clearcut",2019,3,1,"glue",3,37,7.6,2019,0,"alive","alive",0,0,100,30,0,"","alive",0,1,400,1,1
"167","B3R1glueS3 clearcut","B3R1glueS3_2020_clearcut","B3R1glueS3_2020","B3R1glueS3","clearcut",2020,3,1,"glue",3,0,NA,2020,2020,"Hylobius","dead",1,0,300,0,0,"","Hylobius",1,1,400,1,1
"168","B3R1glueS4 clearcut","B3R1glueS4_2018_clearcut","B3R1glueS4_2018","B3R1glueS4","clearcut",2018,3,1,"glue",4,0,NA,2018,2018,"Hylobius","dead",1,0,110,50,0,"","Hylobius",1,1,110,1,1
"169","B3R1glueS5 clearcut","B3R1glueS5_2018_clearcut","B3R1glueS5_2018","B3R1glueS5","clearcut",2018,3,1,"glue",5,36,5.3,2018,0,"alive","alive",0,0,160,50,0,"","alive",0,1,160,1,1
"170","B3R1glueS7 clearcut","B3R1glueS7_2018_clearcut","B3R1glueS7_2018","B3R1glueS7","clearcut",2018,3,1,"glue",7,26,4.7,2018,0,"alive","alive",0,0,30,20,0,"","alive",0,1,180,0,1
"171","B3R1glueS7 clearcut","B3R1glueS7_2020_clearcut","B3R1glueS7_2020","B3R1glueS7","clearcut",2020,3,1,"glue",7,62,15.9,2020,0,"alive","alive",0,0,150,0,0,"","alive",0,1,180,0,1
"172","B3R1glueS8 clearcut","B3R1glueS8_2019_clearcut","B3R1glueS8_2019","B3R1glueS8","clearcut",2019,3,1,"glue",8,37,8.7,2019,0,"alive","alive",0,0,100,20,0,"","alive",0,1,200,0,1
"173","B3R1glueS8 clearcut","B3R1glueS8_2020_clearcut","B3R1glueS8_2020","B3R1glueS8","clearcut",2020,3,1,"glue",8,41,12,2020,0,"alive","alive",0,0,100,0,0,"","alive",0,1,200,0,1
"174","B3R1glueS9 clearcut","B3R1glueS9_2018_clearcut","B3R1glueS9_2018","B3R1glueS9","clearcut",2018,3,1,"glue",9,35,6.8,2018,0,"alive","alive",0,0,50,20,0,"","alive",0,1,170,0,1
"175","B3R1glueS9 clearcut","B3R1glueS9_2019_clearcut","B3R1glueS9_2019","B3R1glueS9","clearcut",2019,3,1,"glue",9,33,10.2,2019,0,"alive","alive",0,0,50,10,0,"","alive",0,1,170,0,1
"176","B3R1glueS9 clearcut","B3R1glueS9_2020_clearcut","B3R1glueS9_2020","B3R1glueS9","clearcut",2020,3,1,"glue",9,37,11.1,2020,0,"alive","alive",0,0,70,0,0,"","alive",0,1,170,0,1
"177","B3R2wax CS1 clearcut","B3R2wax CS1_2019_clearcut","B3R2wax CS1_2019","B3R2wax CS1","clearcut",2019,3,2,"wax C",1,50,10.6,2019,0,"alive","alive",0,3,220,70,0,"","alive",0,4,220,0,1
"178","B3R2wax CS10 clearcut","B3R2wax CS10_2019_clearcut","B3R2wax CS10_2019","B3R2wax CS10","clearcut",2019,3,2,"wax C",10,36,10.1,2019,0,"alive","alive",0,2,140,50,0,"","alive",0,3,1640,0,1
"179","B3R2wax CS10 clearcut","B3R2wax CS10_2020_clearcut","B3R2wax CS10_2020","B3R2wax CS10","clearcut",2020,3,2,"wax C",10,46,10.2,2020,0,"alive","alive",0,4,1500,0,0,"","alive",0,5,1640,0,1
"180","B3R2wax CS2 clearcut","B3R2wax CS2_2019_clearcut","B3R2wax CS2_2019","B3R2wax CS2","clearcut",2019,3,2,"wax C",2,35,8.8,2019,0,"alive","alive",0,2,260,70,0,"","alive",0,3,260,0,1
"181","B3R2wax CS4 clearcut","B3R2wax CS4_2019_clearcut","B3R2wax CS4_2019","B3R2wax CS4","clearcut",2019,3,2,"wax C",4,47,8.8,2019,0,"alive","alive",0,3,1800,100,0,"","alive",0,4,2800,1,1
"182","B3R2wax CS4 clearcut","B3R2wax CS4_2020_clearcut","B3R2wax CS4_2020","B3R2wax CS4","clearcut",2020,3,2,"wax C",4,0,NA,2020,2020,"Hylobius","dead",1,4,1000,0,0,"","Hylobius",1,5,2800,1,1
"183","B3R2wax CS5 clearcut","B3R2wax CS5_2019_clearcut","B3R2wax CS5_2019","B3R2wax CS5","clearcut",2019,3,2,"wax C",5,49,10.2,2019,0,"alive","alive",0,3,640,100,0,"","alive",0,4,1840,1,1
"184","B3R2wax CS5 clearcut","B3R2wax CS5_2020_clearcut","B3R2wax CS5_2020","B3R2wax CS5","clearcut",2020,3,2,"wax C",5,0,NA,2020,2020,"Hylobius","dead",1,4,1200,0,0,"","Hylobius",1,5,1840,1,1
"185","B3R2wax CS7 clearcut","B3R2wax CS7_2019_clearcut","B3R2wax CS7_2019","B3R2wax CS7","clearcut",2019,3,2,"wax C",7,47,10.6,2019,0,"alive","alive",0,2,1800,100,0,"","alive",0,3,3300,1,1
"186","B3R2wax CS7 clearcut","B3R2wax CS7_2020_clearcut","B3R2wax CS7_2020","B3R2wax CS7","clearcut",2020,3,2,"wax C",7,0,NA,2020,2020,"Hylobius","dead",1,3,1500,0,0,"","Hylobius",1,4,3300,1,1
"187","B3R3chemicalS1 clearcut","B3R3chemicalS1_2018_clearcut","B3R3chemicalS1_2018","B3R3chemicalS1","clearcut",2018,3,3,"chemical",1,0,NA,2018,2018,"Hylobius","dead",1,0,60,80,0,"","other",1,1,60,1,1
"188","B3R3chemicalS10 clearcut","B3R3chemicalS10_2018_clearcut","B3R3chemicalS10_2018","B3R3chemicalS10","clearcut",2018,3,3,"chemical",10,42,5.6,2018,0,"alive","alive",0,0,10,5,0,"","alive",0,1,10,0,1
"189","B3R3chemicalS3 clearcut","B3R3chemicalS3_2018_clearcut","B3R3chemicalS3_2018","B3R3chemicalS3","clearcut",2018,3,3,"chemical",3,0,NA,2018,2018,"Hylobius","dead",1,0,50,20,0,"","other",1,1,50,1,1
"190","B3R3chemicalS5 clearcut","B3R3chemicalS5_2018_clearcut","B3R3chemicalS5_2018","B3R3chemicalS5","clearcut",2018,3,3,"chemical",5,0,NA,2018,2018,"Hylobius","dead",1,0,100,90,0,"","Hylobius",1,1,100,1,1
"191","B3R3chemicalS6 clearcut","B3R3chemicalS6_2019_clearcut","B3R3chemicalS6_2019","B3R3chemicalS6","clearcut",2019,3,3,"chemical",6,41,10.1,2019,0,"alive","alive",0,0,10,10,0,"","alive",0,1,30,0,1
"192","B3R3chemicalS6 clearcut","B3R3chemicalS6_2020_clearcut","B3R3chemicalS6_2020","B3R3chemicalS6","clearcut",2020,3,3,"chemical",6,56,17.9,2020,0,"alive","alive",0,0,20,0,0,"","alive",0,1,30,0,1
"193","B3R3chemicalS7 clearcut","B3R3chemicalS7_2019_clearcut","B3R3chemicalS7_2019","B3R3chemicalS7","clearcut",2019,3,3,"chemical",7,51,11.3,2019,0,"alive","alive",0,0,20,10,0,"","alive",0,1,20,0,1
"194","B3R3chemicalS8 clearcut","B3R3chemicalS8_2019_clearcut","B3R3chemicalS8_2019","B3R3chemicalS8","clearcut",2019,3,3,"chemical",8,51,9.3,2019,0,"alive","alive",0,0,40,10,0,"","alive",0,1,40,0,1
"195","B3R3chemicalS9 clearcut","B3R3chemicalS9_2019_clearcut","B3R3chemicalS9_2019","B3R3chemicalS9","clearcut",2019,3,3,"chemical",9,42,8.9,2019,0,"alive","alive",0,0,20,10,0,"","alive",0,1,20,0,1
"196","B3R4collarS1 clearcut","B3R4collarS1_2018_clearcut","B3R4collarS1_2018","B3R4collarS1","clearcut",2018,3,4,"collar",1,0,NA,2018,2018,"Hylobius","dead",1,0,350,0,0,"","Hylobius",1,1,350,1,1
"197","B3R4collarS11 clearcut","B3R4collarS11_2018_clearcut","B3R4collarS11_2018","B3R4collarS11","clearcut",2018,3,4,"collar",11,0,NA,2018,2018,"Hylobius","dead",1,0,80,50,0,"","Hylobius",1,1,80,1,1
"198","B3R4collarS2 clearcut","B3R4collarS2_2018_clearcut","B3R4collarS2_2018","B3R4collarS2","clearcut",2018,3,4,"collar",2,19,27,2018,0,"alive","alive",0,0,10,10,0,"VG","alive",0,1,10,0,1
"199","B3R4collarS4 clearcut","B3R4collarS4_2020_clearcut","B3R4collarS4_2020","B3R4collarS4","clearcut",2020,3,4,"collar",4,50,11.3,2020,0,"alive","alive",0,0,250,0,0,"Z","alive",0,1,250,0,1
"200","B3R4collarS8 clearcut","B3R4collarS8_2020_clearcut","B3R4collarS8_2020","B3R4collarS8","clearcut",2020,3,4,"collar",8,60,14.5,2020,0,"alive","alive",0,0,260,0,0,"Z","alive",0,1,260,0,1
"201","B3R4collarS9 clearcut","B3R4collarS9_2019_clearcut","B3R4collarS9_2019","B3R4collarS9","clearcut",2019,3,4,"collar",9,37,8.5,2019,0,"alive","alive",0,0,600,50,0,"","alive",0,1,600,1,1
"202","B3R5wax FS1 clearcut","B3R5wax FS1_2019_clearcut","B3R5wax FS1_2019","B3R5wax FS1","clearcut",2019,3,5,"wax F",1,64,11.9,2019,0,"alive","alive",0,2,120,10,0,"","alive",0,3,120,0,1
"203","B3R5wax FS2 clearcut","B3R5wax FS2_2019_clearcut","B3R5wax FS2_2019","B3R5wax FS2","clearcut",2019,3,5,"wax F",2,34,4.9,2019,0,"alive","alive",0,4,250,100,0,"","alive",0,5,250,1,1
"204","B3R5wax FS6 clearcut","B3R5wax FS6_2019_clearcut","B3R5wax FS6_2019","B3R5wax FS6","clearcut",2019,3,5,"wax F",6,46,9.4,2019,0,"alive","alive",0,2,240,60,0,"","alive",0,3,340,0,1
"205","B3R5wax FS6 clearcut","B3R5wax FS6_2020_clearcut","B3R5wax FS6_2020","B3R5wax FS6","clearcut",2020,3,5,"wax F",6,40,12.2,2020,0,"alive","alive",0,4,100,0,0,"","alive",0,5,340,0,1
"206","B3R5wax FS7 clearcut","B3R5wax FS7_2019_clearcut","B3R5wax FS7_2019","B3R5wax FS7","clearcut",2019,3,5,"wax F",7,61,14,2019,0,"alive","alive",0,2,130,20,0,"","alive",0,3,130,0,1
"207","B3R6controlS4 clearcut","B3R6controlS4_2019_clearcut","B3R6controlS4_2019","B3R6controlS4","clearcut",2019,3,6,"control",4,48,9,2019,0,"alive","alive",0,0,80,40,0,"","alive",0,1,130,0,1
"208","B3R6controlS4 clearcut","B3R6controlS4_2020_clearcut","B3R6controlS4_2020","B3R6controlS4","clearcut",2020,3,6,"control",4,57,14.1,2020,0,"alive","alive",0,0,50,0,0,"","alive",0,1,130,0,1
"209","B3R6controlS5 clearcut","B3R6controlS5_2018_clearcut","B3R6controlS5_2018","B3R6controlS5","clearcut",2018,3,6,"control",5,0,NA,2018,2018,"Hylobius","dead",1,0,300,100,0,"","Hylobius",1,1,300,1,1
"210","B3R6controlS6 clearcut","B3R6controlS6_2018_clearcut","B3R6controlS6_2018","B3R6controlS6","clearcut",2018,3,6,"control",6,18,4.5,2018,0,"alive","alive",0,0,50,10,0,"","alive",0,1,50,0,1
"211","B3R6controlS8 clearcut","B3R6controlS8_2019_clearcut","B3R6controlS8_2019","B3R6controlS8","clearcut",2019,3,6,"control",8,41,4.6,2019,0,"alive","alive",0,0,90,30,0,"","alive",0,1,230,1,1
"212","B3R6controlS8 clearcut","B3R6controlS8_2020_clearcut","B3R6controlS8_2020","B3R6controlS8","clearcut",2020,3,6,"control",8,0,NA,2020,2020,"Hylobius","dead",1,0,140,0,0,"","Hylobius",1,1,230,1,1
"213","B3R6controlS9 clearcut","B3R6controlS9_2018_clearcut","B3R6controlS9_2018","B3R6controlS9","clearcut",2018,3,6,"control",9,0,NA,2018,2018,"Hylobius","dead",1,0,650,100,0,"","Hylobius",1,1,650,1,1
"214","B4R1wax CS4 clearcut","B4R1wax CS4_2019_clearcut","B4R1wax CS4_2019","B4R1wax CS4","clearcut",2019,4,1,"wax C",4,53,9.6,2019,0,"alive","alive",0,2,100,20,0,"","alive",0,3,600,0,1
"215","B4R1wax CS4 clearcut","B4R1wax CS4_2020_clearcut","B4R1wax CS4_2020","B4R1wax CS4","clearcut",2020,4,1,"wax C",4,74,15.7,2020,0,"alive","alive",0,3,500,0,0,"","alive",0,4,600,0,1
"216","B4R1wax CS6 clearcut","B4R1wax CS6_2020_clearcut","B4R1wax CS6_2020","B4R1wax CS6","clearcut",2020,4,1,"wax C",6,85,14.4,2020,0,"alive","alive",0,0,20,0,0,"","alive",0,2,20,0,1
"217","B4R1wax CS8 clearcut","B4R1wax CS8_2019_clearcut","B4R1wax CS8_2019","B4R1wax CS8","clearcut",2019,4,1,"wax C",8,60,10,2019,0,"alive","alive",0,2,150,30,0,"","alive",0,3,150,0,1
"218","B4R2wax FS1 clearcut","B4R2wax FS1_2019_clearcut","B4R2wax FS1_2019","B4R2wax FS1","clearcut",2019,4,2,"wax F",1,35,12.3,2019,0,"alive","alive",0,3,250,60,0,"","alive",0,4,250,0,1
"219","B4R2wax FS10 clearcut","B4R2wax FS10_2019_clearcut","B4R2wax FS10_2019","B4R2wax FS10","clearcut",2019,4,2,"wax F",10,30,5.4,2019,0,"alive","alive",0,0,450,100,0,"","alive",0,1,950,1,1
"220","B4R2wax FS10 clearcut","B4R2wax FS10_2020_clearcut","B4R2wax FS10_2020","B4R2wax FS10","clearcut",2020,4,2,"wax F",10,0,NA,2020,2020,"Hylobius","dead",1,0,500,0,0,"","Hylobius",1,1,950,1,1
"221","B4R2wax FS3 clearcut","B4R2wax FS3_2019_clearcut","B4R2wax FS3_2019","B4R2wax FS3","clearcut",2019,4,2,"wax F",3,46,9.4,2019,0,"alive","alive",0,1,290,70,0,"","alive",0,3,540,0,1
"222","B4R2wax FS3 clearcut","B4R2wax FS3_2020_clearcut","B4R2wax FS3_2020","B4R2wax FS3","clearcut",2020,4,2,"wax F",3,46,11.7,2020,0,"alive","alive",0,4,250,0,0,"","alive",0,5,540,0,1
"223","B4R2wax FS4 clearcut","B4R2wax FS4_2018_clearcut","B4R2wax FS4_2018","B4R2wax FS4","clearcut",2018,4,2,"wax F",4,33,6.9,2018,0,"alive","alive",0,1,60,30,0,"","alive",0,2,910,0,1
"224","B4R2wax FS4 clearcut","B4R2wax FS4_2019_clearcut","B4R2wax FS4_2019","B4R2wax FS4","clearcut",2019,4,2,"wax F",4,42,9.4,2019,0,"alive","alive",0,4,450,80,0,"","alive",0,5,910,0,1
"225","B4R2wax FS4 clearcut","B4R2wax FS4_2020_clearcut","B4R2wax FS4_2020","B4R2wax FS4","clearcut",2020,4,2,"wax F",4,42,10.7,2020,0,"alive","alive",0,4,400,0,0,"","alive",0,5,910,0,1
"226","B4R2wax FS7 clearcut","B4R2wax FS7_2019_clearcut","B4R2wax FS7_2019","B4R2wax FS7","clearcut",2019,4,2,"wax F",7,32,8.7,2019,0,"alive","alive",0,2,70,30,0,"","alive",0,3,70,0,1
"227","B4R2wax FS8 clearcut","B4R2wax FS8_2019_clearcut","B4R2wax FS8_2019","B4R2wax FS8","clearcut",2019,4,2,"wax F",8,37,7.8,2019,0,"alive","alive",0,4,140,30,0,"","alive",0,5,340,0,1
"228","B4R2wax FS8 clearcut","B4R2wax FS8_2020_clearcut","B4R2wax FS8_2020","B4R2wax FS8","clearcut",2020,4,2,"wax F",8,37,12.7,2020,0,"alive","alive",0,4,200,0,0,"","alive",0,5,340,0,1
"229","B4R2wax FS9 clearcut","B4R2wax FS9_2019_clearcut","B4R2wax FS9_2019","B4R2wax FS9","clearcut",2019,4,2,"wax F",9,31,9,2019,0,"alive","alive",0,4,320,80,0,"","alive",0,5,820,1,1
"230","B4R2wax FS9 clearcut","B4R2wax FS9_2020_clearcut","B4R2wax FS9_2020","B4R2wax FS9","clearcut",2020,4,2,"wax F",9,0,NA,2020,2020,"Hylobius","dead",1,3,500,0,0,"","Hylobius",1,4,820,1,1
"231","B4R3glueS1 clearcut","B4R3glueS1_2019_clearcut","B4R3glueS1_2019","B4R3glueS1","clearcut",2019,4,3,"glue",1,33,8.3,2019,0,"alive","alive",0,0,350,100,0,"","alive",0,1,690,1,1
"232","B4R3glueS1 clearcut","B4R3glueS1_2020_clearcut","B4R3glueS1_2020","B4R3glueS1","clearcut",2020,4,3,"glue",1,0,NA,2020,2020,"Hylobius","dead",1,0,340,0,0,"","Hylobius",1,1,690,1,1
"233","B4R3glueS10 clearcut","B4R3glueS10_2020_clearcut","B4R3glueS10_2020","B4R3glueS10","clearcut",2020,4,3,"glue",10,38,9.1,2020,0,"alive","alive",0,0,30,0,0,"","alive",0,1,30,0,1
"234","B4R3glueS2 clearcut","B4R3glueS2_2019_clearcut","B4R3glueS2_2019","B4R3glueS2","clearcut",2019,4,3,"glue",2,64,13,2019,0,"alive","alive",0,0,150,50,0,"","alive",0,1,520,0,1
"235","B4R3glueS2 clearcut","B4R3glueS2_2020_clearcut","B4R3glueS2_2020","B4R3glueS2","clearcut",2020,4,3,"glue",2,80,20.6,2020,0,"alive","alive",0,0,370,0,0,"","alive",0,1,520,0,1
"236","B4R3glueS3 clearcut","B4R3glueS3_2019_clearcut","B4R3glueS3_2019","B4R3glueS3","clearcut",2019,4,3,"glue",3,45,9.1,2019,0,"alive","alive",0,0,130,40,0,"","alive",0,1,270,0,1
"237","B4R3glueS3 clearcut","B4R3glueS3_2020_clearcut","B4R3glueS3_2020","B4R3glueS3","clearcut",2020,4,3,"glue",3,50,14,2020,0,"alive","alive",0,0,140,0,0,"","alive",0,1,270,0,1
"238","B4R3glueS4 clearcut","B4R3glueS4_2019_clearcut","B4R3glueS4_2019","B4R3glueS4","clearcut",2019,4,3,"glue",4,47,10.4,2019,0,"alive","alive",0,0,20,10,0,"","alive",0,1,130,0,1
"239","B4R3glueS4 clearcut","B4R3glueS4_2020_clearcut","B4R3glueS4_2020","B4R3glueS4","clearcut",2020,4,3,"glue",4,59,15.8,2020,0,"alive","alive",0,0,110,0,0,"","alive",0,1,130,0,1
"240","B4R3glueS5 clearcut","B4R3glueS5_2019_clearcut","B4R3glueS5_2019","B4R3glueS5","clearcut",2019,4,3,"glue",5,39,8,2019,0,"alive","alive",0,0,10,10,0,"","alive",0,1,10,0,1
"241","B4R3glueS6 clearcut","B4R3glueS6_2019_clearcut","B4R3glueS6_2019","B4R3glueS6","clearcut",2019,4,3,"glue",6,45,10.8,2019,0,"alive","alive",0,0,20,10,0,"","alive",0,1,20,0,1
"242","B4R3glueS7 clearcut","B4R3glueS7_2019_clearcut","B4R3glueS7_2019","B4R3glueS7","clearcut",2019,4,3,"glue",7,43,13,2019,0,"alive","alive",0,0,20,10,0,"","alive",0,1,170,0,1
"243","B4R3glueS7 clearcut","B4R3glueS7_2020_clearcut","B4R3glueS7_2020","B4R3glueS7","clearcut",2020,4,3,"glue",7,52,15.2,2020,0,"alive","alive",0,0,150,0,0,"","alive",0,1,170,0,1
"244","B4R3glueS8 clearcut","B4R3glueS8_2020_clearcut","B4R3glueS8_2020","B4R3glueS8","clearcut",2020,4,3,"glue",8,51,10.6,2020,0,"alive","alive",0,0,50,0,0,"","alive",0,1,50,0,1
"245","B4R4chemicalS1 clearcut","B4R4chemicalS1_2018_clearcut","B4R4chemicalS1_2018","B4R4chemicalS1","clearcut",2018,4,4,"chemical",1,38,5.3,2018,0,"alive","alive",0,0,20,10,0,"","alive",0,1,20,1,1
"246","B4R4chemicalS10 clearcut","B4R4chemicalS10_2019_clearcut","B4R4chemicalS10_2019","B4R4chemicalS10","clearcut",2019,4,4,"chemical",10,32,8.6,2019,0,"alive","alive",0,0,80,20,0,"","alive",0,1,80,0,1
"247","B4R4chemicalS3 clearcut","B4R4chemicalS3_2018_clearcut","B4R4chemicalS3_2018","B4R4chemicalS3","clearcut",2018,4,4,"chemical",3,36,5.8,2018,0,"alive","alive",0,0,10,10,0,"","alive",0,1,10,0,1
